Title,Publication Date,Pages,Articles,Largeur,Hauteur,Mots Page 1,Blocs Page 1,Table Page 1,Publicite Page 1,Illustrations Page 1,Mots Page 2,Blocs Page 2,Table Page 2,Publicite Page 2,Illustrations Page 2,Mots Page 3,Blocs Page 3,Table Page 3,Publicite Page 3,Illustrations Page 3,Mots Page 4,Blocs Page 4,Table Page 4,Publicite Page 4,Illustrations Page 4,Mots Page 5,Blocs Page 5,Table Page 5,Publicite Page 5,Illustrations Page 5,Mots Page 6,Blocs Page 6,Table Page 6,Publicite Page 6,Illustrations Page 6
Le Gaulois,23.06.1869,4,56,452,629,5370,33,0,2,0,6169,36,0,0,0,6694,43,0,1,0,3072,27,0,6,0,,,,,,,,,,
Le Gaulois,24.06.1869,4,44,447,622,5178,46,0,2,0,5931,37,0,0,0,6282,41,1,1,0,2862,21,0,5,0,,,,,,,,,,
Le Gaulois,25.06.1869,4,42,446,622,5353,39,0,2,0,6301,32,0,0,0,6876,30,0,2,0,3374,23,0,8,0,,,,,,,,,,
Le Gaulois,26.06.1869,4,49,445,622,5016,45,0,2,0,5864,29,0,0,0,6124,51,0,1,0,3486,22,0,6,0,,,,,,,,,,
Le Gaulois,27.06.1869,4,54,450,623,5341,44,0,2,0,5458,36,0,0,0,6102,43,0,2,0,3129,25,0,7,0,,,,,,,,,,
Le Gaulois,28.06.1869,4,41,451,625,5473,50,0,2,0,6653,30,0,0,0,7197,36,0,2,0,5107,47,0,7,0,,,,,,,,,,
Le Gaulois,29.06.1869,4,49,441,622,5132,48,0,3,0,5529,37,1,0,0,6607,37,0,1,0,4343,61,0,10,0,,,,,,,,,,
Le Gaulois,30.06.1869,4,56,443,621,5600,36,0,3,0,5296,54,0,0,0,5394,46,0,4,0,3152,37,0,9,0,,,,,,,,,,
Le Gaulois,01.07.1869,4,65,452,624,5924,44,0,2,0,5892,43,0,1,0,6498,39,0,3,0,4877,55,0,9,0,,,,,,,,,,
Le Gaulois,02.07.1869,4,55,447,622,5299,49,0,3,0,5593,41,0,0,0,6121,26,0,1,0,4632,60,0,10,0,,,,,,,,,,
Le Gaulois,03.07.1869,4,53,446,622,4855,59,0,3,0,5719,40,0,0,0,5730,33,0,0,0,4105,51,0,11,0,,,,,,,,,,
Le Gaulois,04.07.1869,4,44,447,623,5247,49,0,2,0,5796,40,0,1,0,5755,24,0,5,0,4746,56,0,12,0,,,,,,,,,,
Le Gaulois,05.07.1869,4,40,446,623,4973,58,0,3,0,5713,44,0,0,1,5766,27,0,3,0,4366,60,0,9,0,,,,,,,,,,
Le Gaulois,06.07.1869,4,58,446,628,5035,35,0,3,0,5862,27,0,0,0,6074,42,0,2,0,4172,65,0,12,0,,,,,,,,,,
Le Gaulois,07.07.1869,4,65,448,622,5126,38,0,3,0,5916,43,0,1,0,6059,23,0,3,0,4486,58,0,10,0,,,,,,,,,,
Le Gaulois,08.07.1869,4,47,449,622,5430,42,0,2,0,5771,39,0,0,0,6492,34,0,0,0,4563,29,0,5,0,,,,,,,,,,
Le Gaulois,09.07.1869,4,42,448,624,5139,40,0,2,0,5866,43,0,0,0,6897,26,0,2,0,3918,25,0,3,0,,,,,,,,,,
Le Gaulois,10.07.1869,4,40,448,624,4940,53,0,2,0,5997,45,0,0,0,6272,43,0,0,0,3008,14,0,1,0,,,,,,,,,,
Le Gaulois,11.07.1869,4,43,448,625,5447,49,1,2,0,5975,43,0,0,0,6609,42,0,1,0,2649,14,0,2,0,,,,,,,,,,
Le Gaulois,12.07.1869,4,43,448,623,4819,54,0,2,0,6607,27,0,0,0,6119,47,0,1,0,3082,13,0,1,0,,,,,,,,,,
Le Gaulois,13.07.1869,4,43,448,623,4838,47,0,2,0,5680,40,0,0,0,6648,40,0,0,0,3312,9,0,1,0,,,,,,,,,,
Le Gaulois,14.07.1869,4,46,448,623,5108,44,0,2,0,6351,37,0,0,0,6125,47,0,1,0,2558,13,0,1,0,,,,,,,,,,
Le Gaulois,15.07.1869,4,54,448,623,5413,57,0,2,0,6156,37,0,0,0,6385,39,0,0,0,3859,22,0,4,0,,,,,,,,,,
Le Gaulois,16.07.1869,4,46,447,623,5124,49,0,2,0,6379,42,0,0,0,6393,35,0,0,0,4079,44,0,12,0,,,,,,,,,,
Le Gaulois,17.07.1869,4,47,448,624,4770,62,0,2,0,5874,55,0,0,0,6339,30,0,0,0,3788,39,0,12,0,,,,,,,,,,
Le Gaulois,18.07.1869,4,44,446,623,5239,56,0,2,0,6268,40,0,0,0,5926,47,0,4,0,3365,14,0,2,0,,,,,,,,,,
Le Gaulois,19.07.1869,4,43,447,624,4931,73,0,2,0,5956,50,0,0,0,6266,48,0,1,0,3812,28,0,10,0,,,,,,,,,,
Le Gaulois,20.07.1869,4,46,450,624,4758,57,0,2,0,5768,42,0,0,0,6751,43,0,1,0,3429,20,0,8,0,,,,,,,,,,
Le Gaulois,21.07.1869,4,47,449,630,5283,54,0,2,0,6107,36,0,0,0,6179,51,0,1,0,2629,19,0,7,0,,,,,,,,,,
Le Gaulois,22.07.1869,4,50,449,623,5536,48,0,3,0,6096,41,0,0,0,6599,37,0,0,0,4016,37,0,16,0,,,,,,,,,,
Le Gaulois,23.07.1869,4,49,448,624,5196,58,0,2,0,6040,38,0,0,0,5953,42,0,2,0,3538,32,0,12,0,,,,,,,,,,
Le Gaulois,24.07.1869,4,46,452,625,5046,54,0,3,0,5945,33,0,0,0,6509,40,0,0,0,4084,41,0,14,0,,,,,,,,,,
Le Gaulois,25.07.1869,4,45,453,628,5360,57,1,3,0,6067,46,1,0,0,6167,34,0,2,0,3504,40,0,14,0,,,,,,,,,,
Le Gaulois,26.07.1869,4,45,450,625,4993,50,0,2,0,6176,39,0,0,0,6167,55,0,1,0,3172,31,0,11,0,,,,,,,,,,
Le Gaulois,27.07.1869,4,44,450,625,5227,50,0,2,0,6005,40,0,0,2,6361,33,0,1,0,4094,38,0,10,0,,,,,,,,,,
Le Gaulois,28.07.1869,4,43,445,623,5293,51,0,3,0,6199,41,0,3,0,5143,30,0,0,0,3238,25,0,6,0,,,,,,,,,,
Le Gaulois,29.07.1869,4,43,447,625,5345,59,0,2,0,6120,48,0,1,0,5398,43,0,0,0,3169,26,0,9,0,,,,,,,,,,
Le Gaulois,30.07.1869,4,41,448,625,5532,46,0,2,0,6380,40,0,1,0,4830,45,0,0,0,3033,24,0,10,0,,,,,,,,,,
Le Gaulois,31.07.1869,4,45,451,627,5372,54,0,4,0,6131,39,0,0,0,6727,39,0,3,0,3158,26,0,10,0,,,,,,,,,,
Le Gaulois,01.08.1869,4,39,444,622,5217,65,0,2,0,6013,39,0,0,0,7407,33,0,1,0,2706,22,0,10,0,,,,,,,,,,
Le Gaulois,02.08.1869,4,43,446,619,5497,44,0,2,0,6292,40,0,0,0,6542,40,0,6,0,2955,32,0,14,0,,,,,,,,,,
Le Gaulois,03.08.1869,4,43,449,625,5236,54,0,2,0,6565,36,0,2,0,5736,33,0,0,0,3087,29,0,11,0,,,,,,,,,,
Le Gaulois,04.08.1869,4,56,446,623,5264,54,0,2,0,6295,40,0,0,0,6571,23,0,1,0,3971,63,0,15,0,,,,,,,,,,
Le Gaulois,05.08.1869,4,40,445,622,5725,40,0,3,0,6405,42,0,3,0,9079,8,0,0,0,7056,19,0,1,0,,,,,,,,,,
Le Gaulois,06.08.1869,4,37,447,623,5496,48,0,3,0,5862,46,0,1,0,5905,38,0,3,0,3270,26,1,14,0,,,,,,,,,,
Le Gaulois,07.08.1869,4,48,448,625,5004,55,0,3,0,6069,42,0,0,0,6596,37,0,5,0,3838,36,1,12,0,,,,,,,,,,
Le Gaulois,08.08.1869,4,45,450,627,5589,54,0,2,0,5967,38,0,1,0,6670,46,0,0,0,3028,34,0,12,0,,,,,,,,,,
Le Gaulois,09.08.1869,4,45,448,629,4563,77,0,2,0,5856,54,0,0,0,6493,55,0,3,0,3664,32,1,18,0,,,,,,,,,,
Le Gaulois,10.08.1869,4,44,452,630,5119,50,0,3,0,5855,34,0,1,0,6902,25,0,1,0,4384,57,1,13,0,,,,,,,,,,
Le Gaulois,11.08.1869,4,55,448,624,5246,60,0,2,0,6491,35,0,0,0,6744,33,0,6,0,4512,53,0,12,0,,,,,,,,,,
Le Gaulois,12.08.1869,4,40,447,624,5092,58,0,2,0,6195,38,0,1,1,6926,50,0,0,0,3517,38,1,14,0,,,,,,,,,,
Le Gaulois,13.08.1869,4,53,449,625,5351,53,0,3,0,6332,45,0,0,0,6985,46,0,0,0,3378,45,0,12,0,,,,,,,,,,
Le Gaulois,14.08.1869,4,68,453,629,5256,59,0,2,0,5901,34,0,0,0,7281,35,0,2,0,3464,56,0,14,0,,,,,,,,,,
Le Gaulois,15.08.1869,4,55,445,623,4966,57,0,2,0,6151,47,0,1,0,6040,35,0,7,0,2643,34,1,6,0,,,,,,,,,,
Le Gaulois,16.08.1869,4,55,446,622,5041,54,0,3,0,6059,57,0,0,0,6463,48,0,3,0,4251,57,0,13,0,,,,,,,,,,
Le Gaulois,17.08.1869,4,64,445,624,5722,42,0,2,0,5827,46,0,0,0,6231,33,0,1,0,2874,51,0,22,0,,,,,,,,,,
Le Gaulois,18.08.1869,4,49,449,623,5538,51,0,2,0,6145,43,0,0,0,6761,34,0,1,0,4101,55,1,10,0,,,,,,,,,,
Le Gaulois,19.08.1869,4,56,448,625,5525,54,0,2,0,6143,44,0,0,0,6143,27,0,2,0,4056,53,0,4,0,,,,,,,,,,
Le Gaulois,20.08.1869,4,50,448,626,5161,59,0,2,0,6243,38,0,0,0,6381,33,0,0,0,3989,49,0,14,0,,,,,,,,,,
Le Gaulois,21.08.1869,4,52,452,628,5157,57,0,3,0,5971,32,0,0,0,6323,36,0,5,0,4039,45,1,14,0,,,,,,,,,,
Le Gaulois,22.08.1869,4,55,445,623,5387,53,0,2,0,6220,36,0,0,0,6367,38,0,3,0,4105,47,0,8,0,,,,,,,,,,
Le Gaulois,23.08.1869,4,43,442,623,4854,42,0,3,0,6134,37,0,0,0,6190,41,0,3,0,3908,28,0,13,0,,,,,,,,,,
Le Gaulois,24.08.1869,4,39,446,627,5409,48,0,2,0,5945,41,0,1,0,6355,21,0,1,0,3964,34,1,7,0,,,,,,,,,,
Le Gaulois,25.08.1869,4,46,447,625,5381,67,0,3,0,5999,33,0,0,0,6237,32,0,1,0,4263,47,0,12,0,,,,,,,,,,
Le Gaulois,26.08.1869,4,46,448,626,5264,59,0,3,0,5962,39,0,0,0,6614,17,0,1,0,3522,47,0,10,0,,,,,,,,,,
Le Gaulois,27.08.1869,4,50,445,623,5070,41,0,3,0,6258,51,0,1,0,6498,32,0,0,0,4103,40,1,13,0,,,,,,,,,,
Le Gaulois,28.08.1869,4,47,441,622,4900,63,0,3,0,6023,32,0,0,0,6246,31,0,1,0,4386,39,0,6,0,,,,,,,,,,
Le Gaulois,29.08.1869,4,65,442,623,5439,59,0,3,0,5992,43,0,0,0,6020,48,0,1,0,3519,49,0,10,0,,,,,,,,,,
Le Gaulois,30.08.1869,4,44,443,628,5313,74,0,2,0,5815,52,0,0,1,5836,30,0,3,0,4535,52,1,16,0,,,,,,,,,,
Le Gaulois,31.08.1869,4,59,444,622,5394,46,0,2,0,6195,39,0,0,1,6771,22,0,0,0,4802,70,0,11,0,,,,,,,,,,
Le Gaulois,01.09.1869,4,58,450,625,5702,58,0,2,0,5621,28,0,0,0,6168,31,0,0,0,4154,60,0,9,0,,,,,,,,,,
Le Gaulois,02.09.1869,4,44,448,622,5536,55,0,2,0,6004,34,0,0,0,7369,29,0,1,0,4325,61,0,14,0,,,,,,,,,,
Le Gaulois,03.09.1869,4,48,444,622,5208,60,0,2,0,6153,38,0,1,0,6091,36,0,7,0,4683,36,2,10,0,,,,,,,,,,
Le Gaulois,04.09.1869,4,47,449,626,5182,62,0,2,0,6104,36,0,0,0,6831,36,0,0,0,3854,35,0,10,0,,,,,,,,,,
Le Gaulois,05.09.1869,4,50,443,623,5360,55,0,2,0,6141,36,0,0,0,6565,35,0,1,0,3630,41,0,10,0,,,,,,,,,,
Le Gaulois,06.09.1869,4,38,447,626,5203,67,0,2,0,6602,38,1,1,1,7707,14,0,0,0,5303,65,1,10,0,,,,,,,,,,
Le Gaulois,07.09.1869,4,47,449,625,5200,61,0,2,0,5842,42,0,0,0,6482,19,0,0,0,4659,40,0,6,0,,,,,,,,,,
Le Gaulois,08.09.1869,4,49,446,623,5194,54,0,2,0,5668,49,0,0,0,5776,27,0,4,0,4842,49,0,9,0,,,,,,,,,,
Le Gaulois,09.09.1869,4,45,446,624,4973,67,0,2,0,5924,40,0,0,0,6154,35,0,4,0,4881,50,0,10,0,,,,,,,,,,
Le Gaulois,10.09.1869,4,51,452,628,4869,70,0,2,0,6265,40,0,0,0,5921,50,0,6,0,4394,36,0,9,0,,,,,,,,,,
Le Gaulois,11.09.1869,4,56,451,627,4983,70,0,2,0,6084,38,0,0,0,7446,25,0,2,0,4501,56,0,8,0,,,,,,,,,,
Le Gaulois,12.09.1869,4,47,446,624,5356,61,0,2,0,6076,34,0,0,0,6115,45,0,1,0,4292,13,1,9,0,,,,,,,,,,
Le Gaulois,13.09.1869,4,44,446,625,4973,45,0,2,0,5917,48,0,0,0,6521,34,0,0,0,4786,51,0,5,0,,,,,,,,,,
Le Gaulois,14.09.1869,4,46,443,623,5206,56,0,3,1,6280,38,0,0,0,6349,30,0,0,0,4691,49,0,12,0,,,,,,,,,,
Le Gaulois,15.09.1869,4,46,453,629,5653,57,0,3,0,5857,40,0,0,0,6141,23,0,2,0,4896,44,0,6,0,,,,,,,,,,
Le Gaulois,16.09.1869,4,47,445,623,5363,63,0,2,0,5803,38,0,0,0,6783,27,0,0,0,4547,56,0,9,0,,,,,,,,,,
Le Gaulois,17.09.1869,4,39,446,625,5094,61,0,2,0,6077,39,0,0,0,5501,45,0,1,0,4160,44,0,12,0,,,,,,,,,,
Le Gaulois,18.09.1869,4,60,442,622,5469,57,0,2,0,5961,38,0,0,0,6434,31,0,1,0,4987,29,1,8,0,,,,,,,,,,
Le Gaulois,19.09.1869,4,48,441,622,5571,54,0,2,0,5614,45,0,0,0,6376,41,0,1,0,4155,35,0,5,0,,,,,,,,,,
Le Gaulois,20.09.1869,4,53,444,621,5226,54,0,2,0,6403,36,0,0,0,6968,32,0,0,0,3949,27,0,1,0,,,,,,,,,,
Le Gaulois,21.09.1869,4,57,444,622,5322,53,0,2,0,5972,52,0,0,0,6962,27,0,0,0,4576,57,0,10,0,,,,,,,,,,
Le Gaulois,22.09.1869,4,52,445,622,5418,50,0,2,0,5909,49,0,0,0,6674,26,0,0,0,5089,33,0,4,0,,,,,,,,,,
Le Gaulois,23.09.1869,4,45,446,623,5121,43,0,2,0,5470,45,0,0,0,6677,33,0,0,0,4086,29,1,6,0,,,,,,,,,,
Le Gaulois,24.09.1869,4,51,449,625,3469,38,0,2,4,5832,36,0,0,0,6376,44,0,0,0,5179,48,0,6,0,,,,,,,,,,
Le Gaulois,25.09.1869,4,53,444,621,3322,25,0,2,1,5425,52,0,0,0,6296,38,0,1,0,4902,42,0,3,0,,,,,,,,,,
Le Gaulois,26.09.1869,4,44,447,625,4151,29,0,3,1,6159,50,0,0,0,4679,38,0,2,0,3077,2,0,1,0,,,,,,,,,,
Le Gaulois,27.09.1869,4,31,446,625,3884,29,0,3,2,5695,51,0,0,0,5126,38,0,2,0,2507,2,0,1,0,,,,,,,,,,
Le Gaulois,28.09.1869,4,34,446,625,3906,36,0,3,1,5683,49,1,0,0,6558,39,0,4,0,3403,19,0,5,0,,,,,,,,,,
Le Gaulois,29.09.1869,4,38,444,623,4527,24,0,2,1,6111,52,0,1,0,6426,26,0,0,0,4952,42,0,7,0,,,,,,,,,,
Le Gaulois,30.09.1869,4,41,448,624,3976,45,0,3,1,6058,37,0,0,0,6913,37,0,3,0,3152,15,0,2,0,,,,,,,,,,
Le Gaulois,01.10.1869,4,49,443,622,4885,58,0,3,0,6090,46,0,0,0,6693,35,0,4,0,2904,14,0,1,0,,,,,,,,,,
Le Gaulois,02.10.1869,4,51,442,622,5596,59,0,3,0,6155,35,0,0,0,6817,29,0,2,0,3662,20,0,5,0,,,,,,,,,,
Le Gaulois,03.10.1869,4,44,443,623,5502,56,0,3,0,6121,36,0,0,0,6134,35,0,1,0,2195,13,0,1,0,,,,,,,,,,
Le Gaulois,04.10.1869,4,47,443,622,5224,49,0,2,0,6094,34,0,0,0,5636,39,0,5,0,3178,13,0,1,0,,,,,,,,,,
Le Gaulois,05.10.1869,4,42,443,622,5445,50,0,3,0,5996,44,0,0,0,6939,57,0,2,0,3864,13,0,1,0,,,,,,,,,,
Le Gaulois,06.10.1869,4,49,443,623,5508,56,0,2,0,6099,35,0,0,0,6346,32,0,0,0,6110,33,1,2,0,,,,,,,,,,
Le Gaulois,07.10.1869,4,48,443,622,5349,53,0,2,0,6341,49,0,0,0,6496,40,0,2,0,3118,34,0,9,0,,,,,,,,,,
Le Gaulois,08.10.1869,4,47,445,622,5356,55,0,2,0,6133,37,0,0,0,4397,36,0,5,0,2687,18,0,7,0,,,,,,,,,,
Le Gaulois,09.10.1869,4,53,446,625,5165,69,0,3,0,6112,35,0,0,0,6084,28,0,1,0,6080,47,2,5,0,,,,,,,,,,
Le Gaulois,10.10.1869,4,55,444,621,5230,56,0,2,0,5991,31,0,0,0,6409,31,0,0,0,2785,29,3,8,0,,,,,,,,,,
Le Gaulois,11.10.1869,4,36,443,621,5159,52,0,3,0,6146,36,0,1,0,6291,40,0,2,0,3003,32,0,5,0,,,,,,,,,,
Le Gaulois,12.10.1869,4,59,443,621,5386,59,0,2,0,6156,35,0,0,0,6572,26,0,0,0,4559,24,0,7,0,,,,,,,,,,
Le Gaulois,13.10.1869,4,53,445,623,5358,55,0,2,0,5930,41,0,0,0,6172,24,0,3,0,4414,46,0,8,0,,,,,,,,,,
Le Gaulois,14.10.1869,4,55,443,621,5191,65,0,2,0,6038,50,0,3,0,6285,38,0,0,0,2068,9,0,2,0,,,,,,,,,,
Le Gaulois,15.10.1869,4,54,447,627,5431,52,0,3,0,5852,52,0,0,0,6119,39,0,1,0,5360,50,0,6,0,,,,,,,,,,
Le Gaulois,16.10.1869,4,49,444,622,5364,56,0,2,0,6022,46,0,0,0,5558,40,0,2,0,4081,10,0,1,1,,,,,,,,,,
Le Gaulois,17.10.1869,4,43,446,622,5445,60,0,2,0,267,2,0,1,0,4800,48,0,8,0,6058,44,0,2,0,,,,,,,,,,
Le Gaulois,18.10.1869,4,53,444,621,5000,56,0,2,0,6038,49,0,1,0,3993,90,0,45,0,1009,7,0,2,0,,,,,,,,,,
Le Gaulois,19.10.1869,4,62,444,623,5434,56,0,2,0,6706,36,0,0,0,4734,69,0,19,0,400,4,0,3,0,,,,,,,,,,
Le Gaulois,20.10.1869,4,49,443,624,5260,71,0,2,0,6059,34,0,0,0,4619,74,0,13,0,1450,2,0,1,0,,,,,,,,,,
Le Gaulois,21.10.1869,4,52,443,622,5257,65,0,2,0,5810,49,0,0,2,3895,65,0,25,0,1538,3,0,2,0,,,,,,,,,,
Le Gaulois,22.10.1869,4,43,443,624,5421,51,0,2,0,5801,37,0,0,0,5496,56,1,16,0,403,2,0,1,0,,,,,,,,,,
Le Gaulois,23.10.1869,4,76,443,623,5616,61,1,2,0,6098,37,0,0,0,4983,80,0,19,0,357,6,0,3,0,,,,,,,,,,
Le Gaulois,24.10.1869,4,54,444,622,5251,60,0,2,0,5954,39,0,0,0,5813,69,0,14,0,343,5,0,3,1,,,,,,,,,,
Le Gaulois,25.10.1869,4,63,451,627,5142,58,0,2,0,5677,39,0,0,0,5636,68,0,7,0,2668,12,0,10,0,,,,,,,,,,
Le Gaulois,26.10.1869,4,71,447,623,5105,50,0,2,0,5823,37,0,0,0,5726,47,0,2,0,3995,62,0,23,0,,,,,,,,,,
Le Gaulois,27.10.1869,4,72,444,622,5378,57,0,2,0,6041,42,0,0,0,6303,40,0,2,0,4861,81,0,21,0,,,,,,,,,,
Le Gaulois,28.10.1869,4,51,444,622,3960,53,1,2,0,6284,53,0,0,0,5648,54,1,4,0,2360,34,0,8,0,,,,,,,,,,
Le Gaulois,29.10.1869,4,75,444,621,5184,62,0,2,0,5842,38,0,0,0,6430,35,0,2,0,4939,81,0,26,0,,,,,,,,,,
Le Gaulois,30.10.1869,4,83,446,622,5373,53,0,2,0,5833,36,0,0,0,5970,52,0,3,0,3956,75,0,30,0,,,,,,,,,,
Le Gaulois,31.10.1869,4,86,445,622,5359,56,0,2,0,6351,41,0,0,0,5992,45,0,1,0,4300,78,1,23,0,,,,,,,,,,
Le Gaulois,01.11.1869,4,61,451,624,4442,92,0,2,0,6094,45,0,0,0,6108,77,0,6,0,1206,3,0,1,0,,,,,,,,,,
Le Gaulois,02.11.1869,4,63,444,624,5332,50,0,3,0,5931,44,0,0,0,6107,52,0,0,0,4157,50,0,14,0,,,,,,,,,,
Le Gaulois,03.11.1869,4,67,445,622,5221,69,0,2,0,6269,33,0,0,0,6627,45,0,0,0,4523,58,0,9,0,,,,,,,,,,
Le Gaulois,04.11.1869,4,84,445,622,5214,57,0,2,1,6183,34,0,0,0,6427,32,0,1,0,4856,66,0,12,0,,,,,,,,,,
Le Gaulois,05.11.1869,4,69,449,624,5248,52,0,2,0,5972,38,0,0,0,6851,22,0,0,0,4465,75,0,7,0,,,,,,,,,,
Le Gaulois,06.11.1869,4,48,445,624,5390,50,0,3,0,6452,47,0,0,0,5601,67,0,3,0,2963,1,0,1,0,,,,,,,,,,
Le Gaulois,07.11.1869,4,53,445,624,5651,51,0,2,0,6034,39,0,0,0,5910,70,0,4,0,2923,2,0,2,0,,,,,,,,,,
Le Gaulois,08.11.1869,4,63,444,623,4373,41,0,2,0,6166,23,0,0,0,6127,49,0,4,0,3976,43,0,16,0,,,,,,,,,,
Le Gaulois,09.11.1869,4,76,445,625,5400,54,0,2,0,5980,30,0,0,0,6154,40,0,1,0,5154,59,0,10,0,,,,,,,,,,
Le Gaulois,10.11.1869,4,52,445,623,5350,54,0,3,0,6166,31,0,0,0,6546,41,0,1,0,3704,59,0,14,0,,,,,,,,,,
Le Gaulois,11.11.1869,4,54,445,622,5420,52,0,3,0,6288,42,2,0,0,6708,38,0,2,0,4800,60,0,12,0,,,,,,,,,,
Le Gaulois,12.11.1869,4,55,444,624,5296,54,0,4,0,6300,49,0,0,0,6072,49,0,5,0,4040,35,0,8,0,,,,,,,,,,
Le Gaulois,13.11.1869,4,75,444,621,4847,61,0,3,0,6181,31,0,0,0,5843,55,1,2,0,4309,69,0,8,0,,,,,,,,,,
Le Gaulois,14.11.1869,4,69,445,624,5354,54,0,3,0,5841,42,0,0,0,5849,30,0,0,0,3893,66,0,18,0,,,,,,,,,,
Le Gaulois,15.11.1869,4,62,446,621,5031,58,0,2,0,6023,44,0,0,0,6051,47,0,4,0,3141,38,0,10,0,,,,,,,,,,
Le Gaulois,16.11.1869,4,52,445,626,5515,52,0,2,0,5820,41,0,0,0,5779,64,0,2,0,1536,3,0,3,0,,,,,,,,,,
Le Gaulois,17.11.1869,4,66,445,624,5021,61,0,2,0,6077,38,0,0,0,6384,41,0,5,0,3050,37,0,6,0,,,,,,,,,,
Le Gaulois,18.11.1869,4,78,443,623,5153,64,0,2,0,6143,42,0,0,0,6115,33,0,0,0,4481,61,0,15,0,,,,,,,,,,
Le Gaulois,19.11.1869,4,70,444,624,5170,65,0,2,0,5940,40,0,0,0,6924,28,0,0,0,4693,54,0,9,0,,,,,,,,,,
Le Gaulois,20.11.1869,4,69,445,623,5218,57,0,2,0,6052,39,0,0,0,7125,44,0,0,0,4155,49,0,10,0,,,,,,,,,,
Le Gaulois,21.11.1869,4,66,446,623,4785,55,0,2,0,5553,35,0,0,0,5792,40,0,0,0,4441,46,0,16,0,,,,,,,,,,
Le Gaulois,22.11.1869,4,49,440,622,5444,62,0,2,0,5949,34,0,0,0,4511,37,0,3,0,3199,36,0,25,0,,,,,,,,,,
Le Gaulois,23.11.1869,4,72,442,625,5351,59,0,1,0,6245,34,0,0,0,6661,43,0,0,0,4080,40,0,5,0,,,,,,,,,,
Le Gaulois,24.11.1869,4,52,444,627,5994,55,0,3,0,6099,45,0,0,0,6563,38,0,3,0,3598,56,0,24,0,,,,,,,,,,
Le Gaulois,25.11.1869,4,68,443,622,5094,70,0,2,0,6124,41,0,0,0,6660,33,0,6,0,5092,84,0,35,0,,,,,,,,,,
Le Gaulois,26.11.1869,4,65,441,621,5417,59,0,2,0,5913,37,0,0,0,6023,51,0,8,0,4324,41,1,12,0,,,,,,,,,,
Le Gaulois,27.11.1869,4,83,442,619,4549,45,0,3,1,5819,55,0,0,0,6812,31,0,3,0,5565,68,0,11,0,,,,,,,,,,
Le Gaulois,28.11.1869,4,86,446,627,5480,56,0,3,0,5838,43,0,0,0,6248,38,0,0,0,4833,73,0,7,0,,,,,,,,,,
Le Gaulois,29.11.1869,4,78,446,625,5064,53,0,3,0,5810,42,0,0,0,6656,32,0,0,0,6016,67,0,10,0,,,,,,,,,,
Le Gaulois,29.11.1869,1,7,305,460,1459,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Le Gaulois,30.11.1869,4,59,442,622,5108,60,0,3,0,5918,43,0,0,0,5815,59,0,3,0,1093,2,0,2,3,,,,,,,,,,
Le Gaulois,01.12.1869,4,77,445,625,5034,50,0,3,0,5868,40,0,0,0,5609,39,0,0,1,3625,44,0,9,0,,,,,,,,,,
Le Gaulois,02.12.1869,4,60,445,621,4893,22,1,2,0,5145,11,0,0,0,5708,54,0,0,0,5882,58,0,1,0,,,,,,,,,,
Le Gaulois,03.12.1869,4,47,447,623,5258,63,0,3,0,5720,43,0,0,0,5744,37,0,3,0,3674,37,0,9,0,,,,,,,,,,
Le Gaulois,03.12.1869,2,3,327,462,3407,30,0,0,0,3764,6,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,04.12.1869,4,66,445,624,5156,55,0,2,0,6255,44,0,0,0,5552,38,0,5,0,3691,41,1,11,0,,,,,,,,,,
Le Gaulois,05.12.1869,4,50,445,621,5291,56,0,2,0,6412,38,0,0,0,4390,59,1,7,0,4742,1,0,1,0,,,,,,,,,,
Le Gaulois,06.12.1869,4,57,444,622,5902,65,0,3,0,6695,44,0,0,0,2268,12,3,9,0,5526,71,0,2,0,,,,,,,,,,
Le Gaulois,06.12.1869,2,3,335,461,3862,16,0,0,0,3534,6,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,07.12.1869,4,59,444,621,5387,58,0,2,0,6513,41,0,0,0,5253,69,0,5,0,2414,1,0,1,0,,,,,,,,,,
Le Gaulois,08.12.1869,4,63,444,621,5326,76,0,2,0,6685,46,0,0,0,5015,61,0,5,0,1822,1,0,1,0,,,,,,,,,,
Le Gaulois,09.12.1869,4,54,444,618,5922,54,0,2,0,6520,53,0,0,0,5718,43,0,3,0,3856,39,0,12,0,,,,,,,,,,
Le Gaulois,10.12.1869,4,66,445,618,5988,69,0,2,0,6173,64,0,1,0,6972,43,0,0,0,2248,3,0,2,0,,,,,,,,,,
Le Gaulois,10.12.1869,2,3,302,458,4799,8,0,0,0,4872,13,0,0,0,,,,,,,,,,,,,,,,,,,,
Le Gaulois,11.12.1869,4,69,446,622,5640,76,0,3,0,7110,35,0,0,0,5941,81,0,1,0,1818,14,0,12,0,,,,,,,,,,
Le Gaulois,12.12.1869,4,55,443,623,5727,67,0,3,0,6619,49,0,0,0,4368,44,0,0,3,4724,53,1,11,0,,,,,,,,,,
Le Gaulois,13.12.1869,4,43,444,616,5533,68,0,3,0,6846,44,0,0,2,6239,53,0,6,0,2101,7,0,6,0,,,,,,,,,,
Le Gaulois,13.12.1869,2,3,310,469,4753,17,0,0,0,5063,20,0,0,0,,,,,,,,,,,,,,,,,,,,
